full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
James R. Baird,M,rep,IN,4.0,IN-4,R,NaN,RepJimBaird,R+32.59,R+31.89,Baird,James,R.,,https://baird.house.gov,1314 Longworth House Office Building Washington DC 20515-1404,202-225-5037,,,,,,B001307,,N00041954,,H8IN04199,,412777,86013.0,James Baird,,21903.0,Jim Baird (politician)
Victoria Spartz,F,rep,IN,5.0,IN-5,R,Victoria_Spartz,RepSpartz,R+15.32,R+14.53,Spartz,Victoria,,,https://spartz.house.gov,1523 Longworth House Office Building Washington DC 20515-1405,202-225-2276,,,,,,S000929,,,,H0IN05326,,456822,,,,,Victoria Spartz
Greg Pence,M,rep,IN,6.0,IN-6,R,GregPenceIN,RepGregPence,R+36.42,R+35.75,Pence,Greg,,,https://pence.house.gov,211 Cannon House Office Building Washington DC 20515-1406,202-225-3021,,,,,,P000615,,N00041956,,H8IN06129,,412778,177876.0,Greg Pence,,21952.0,Greg Pence
André Carson,M,rep,IN,7.0,IN-7,D,Andre4Congress,RepAndreCarson,D+22.54,D+23.3,Carson,André,,,https://carson.house.gov,2135 Rayburn House Office Building Washington DC 20515-1407,202-225-4011,,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,CongressmanAndreCarson,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,C001072,1889.0,N00029513,,H8IN07184,1027364.0,412258,84917.0,Andre Carson,,20757.0,André Carson
Larry Bucshon,M,rep,IN,8.0,IN-8,R,DrLarryBucshon,RepLarryBucshon,R+30.59,R+29.87,Bucshon,Larry,,,https://bucshon.house.gov,2313 Rayburn House Office Building Washington DC 20515-1408,202-225-4636,,http://bucshon.house.gov/rss.xml,RepLarryBucshon,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,B001275,2018.0,N00031227,,H0IN08114,61837.0,412427,120335.0,Larry Bucshon,,21132.0,Larry Bucshon
Trey Hollingsworth,M,rep,IN,9.0,IN-9,R,VoteForTrey,reptrey,R+25.29,R+24.54,Hollingsworth,Trey,,,https://hollingsworth.house.gov,1641 Longworth House Office Building Washington DC 20515-1409,202-225-5315,,,reptrey,,UCTgS8a_zLg8HpUnk5WXY5ag,H001074,,N00038429,,H6IN09176,104247.0,412703,167423.0,Trey Hollingsworth,,21725.0,Trey Hollingsworth
Tracey Mann,M,rep,KS,1.0,KS-1,R,TraceyMannKS,RepMann,R+46.55,R+44.54,Mann,Tracey,Robert,,https://mann.house.gov,522 Cannon House Office Building Washington DC 20515-1601,202-225-2715,,,,,,M000871,,,,H0KS01123,,456823,,,,,Tracey Mann
Jake LaTurner,M,rep,KS,2.0,KS-2,R,JakeLaTurner,RepLaTurner,R+19.05,R+16.9,LaTurner,Jacob,,,https://laturner.house.gov,1630 Longworth House Office Building Washington DC 20515-1602,202-225-6601,,,,,,L000266,,,,H0KS02188,,456824,,,,,Jake LaTurner
Sharice Davids,F,rep,KS,3.0,KS-3,D,sharicedavids,RepDavids,R+4.75,R+2.58,Davids,Sharice,,,https://davids.house.gov,1541 Longworth House Office Building Washington DC 20515-1603,202-225-2865,,,,,,D000629,,N00042626,,H8KS03155,,412780,181201.0,Sharice Davids,,21914.0,Sharice Davids
Ron Estes,M,rep,KS,4.0,KS-4,R,RonEstesKS,RepRonEstes,R+29.02,R+26.91,Estes,Ron,,,https://estes.house.gov,2411 Rayburn House Office Building Washington DC 20515-1604,202-225-6216,,,RepRonEstes,,UC2clc28qcehIqotHQcthnWA,E000298,,N00040712,,H8KS04112,107963.0,412735,125031.0,Ron Estes (U.S. House representative),,21750.0,Ron Estes
James Comer,M,rep,KY,1.0,KY-1,R,JamesComer,RepJamesComer,R+39.53,R+39.94,Comer,James,,,https://comer.house.gov,2410 Rayburn House Office Building Washington DC 20515-1701,202-225-3115,,https://comer.house.gov/rss.xml,congressmancomer,,,C001108,,N00038260,,H6KY01110,76619.0,412676,35169.0,James Comer Jr.,,21565.0,James Comer (politician)
Brett Guthrie,M,rep,KY,2.0,KY-2,R,brettguthrie,RepGuthrie,R+31.76,R+32.17,Guthrie,Brett,,,https://guthrie.house.gov,2434 Rayburn House Office Building Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,1922.0,N00029675,,H8KY02031,1031343.0,412278,18829.0,Brett Guthrie,,20916.0,Brett Guthrie
John A. Yarmuth,M,rep,KY,3.0,KY-3,D,NaN,RepJohnYarmuth,D+18.54,D+18.14,Yarmuth,John,A.,,https://yarmuth.house.gov,402 Cannon House Office Building Washington DC 20515-1703,202-225-5401,,,2.14259E+11,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,1853.0,N00028073,,H6KY03124,1021662.0,412211,58579.0,John Yarmuth,,20723.0,John Yarmuth
Thomas Massie,M,rep,KY,4.0,KY-4,R,MassieforKY,RepThomasMassie,R+29.23,R+29.63,Massie,Thomas,,,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,2094.0,N00034041,,H2KY04121,79951.0,412503,132068.0,Thomas Massie,,31102.0,Thomas Massie
Harold Rogers,M,rep,KY,5.0,KY-5,R,HalRogersKY5,RepHalRogers,R+54.43,R+54.86,Rogers,Harold,,,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977.0,N00003473,,H0KY05015,6739.0,400340,26875.0,Harold Rogers,,14854.0,Hal Rogers
Andy Barr,M,rep,KY,6.0,KY-6,R,barrforcongress,RepAndyBarr,R+10.5,R+10.89,Barr,Garland,,,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,,http://barr.house.gov/rss.xml,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,B001282,2131.0,N00031233,,H0KY06104,61848.0,412541,117290.0,Andy Barr,,21333.0,Andy Barr (American politician)
Steve Scalise,M,rep,LA,1.0,LA-1,R,SteveScaliseGOP,SteveScalise,R+41.19,R+42.91,Scalise,Steve,Joseph,,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892.0,N00009660,,H0LA01087,1015311.0,412261,9026.0,Steve Scalise,,20759.0,Steve Scalise
Clay Higgins,M,rep,LA,3.0,LA-3,R,CaptClayHiggins,RepClayHiggins,R+35.19,R+36.95,Higgins,Clay,,,https://clayhiggins.house.gov,572 Cannon House Office Building Washington DC 20515-1803,202-225-2031,,,CongressmanClayHiggins,,,H001077,,N00039953,,H6LA03148,106094.0,412705,174484.0,Clay Higgins,,21724.0,Clay Higgins
Mike Johnson,M,rep,LA,4.0,LA-4,R,MikeJohnson,RepMikeJohnson,R+20.96,R+22.78,Johnson,Mike,,,https://mikejohnson.house.gov,568 Cannon House Office Building Washington DC 20515-1804,202-225-2777,,,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q,J000299,,N00039106,,H6LA04138,106095.0,412706,156097.0,Mike Johnson (Louisiana),,21727.0,Mike Johnson (Louisiana politician)
Garret Graves,M,rep,LA,6.0,LA-6,R,garretgraves,RepGarretGraves,R+32.42,R+34.19,Graves,Garret,,,https://garretgraves.house.gov,2402 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,,,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA,G000577,2245.0,N00036135,,H4LA06153,9274609.0,412631,155424.0,Garret Graves,,21523.0,Garret Graves
Richard E. Neal,M,rep,MA,1.0,MA-1,D,NealForCongress,RepRichardNeal,D+27.23,D+20.85,Neal,Richard,E.,,https://neal.house.gov,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854.0,N00000153,,H8MA02041,6103.0,400291,26895.0,Richard Neal,,15616.0,Richard Neal
James P. McGovern,M,rep,MA,2.0,MA-2,D,McGovernMA,RepMcGovern,D+22.96,D+16.57,McGovern,James,P.,,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,1504.0,N00000179,,H4MA03022,45976.0,400263,552.0,Jim McGovern (Massachusetts),,29729.0,Jim McGovern (American politician)
Lori Trahan,F,rep,MA,3.0,MA-3,D,LoriTrahanMA,RepLoriTrahan,D+23.9,D+17.51,Trahan,Lori,,,https://trahan.house.gov,2439 Rayburn House Office Building Washington DC 20515-2103,202-225-3411,,,,,,T000482,,N00041808,,H8MA03106,,412781,182310.0,Lori Trahan,,21977.0,Lori Trahan
Jake Auchincloss,M,rep,MA,4.0,MA-4,D,JakeAuch,RepAuchincloss,D+24.96,D+18.58,Auchincloss,Jake,Daniel,,https://auchincloss.house.gov,1524 Longworth House Office Building Washington DC 20515-2104,202-225-5931,,,,,,A000148,,,,H0MA04192,,456825,,,,,Jake Auchincloss
Katherine M. Clark,F,rep,MA,5.0,MA-5,D,KatherineClark,RepKClark,D+43.3,D+36.97,Clark,Katherine,M.,,https://katherineclark.house.gov,2448 Rayburn House Office Building Washington DC 20515-2105,202-225-2836,,,CongresswomanClark,,UCgaI52w7QKI8LtkSeCCmSuw,C001101,2196.0,N00035278,,H4MA05084,73178.0,412600,35858.0,Katherine Clark,,21375.0,Katherine Clark
Seth Moulton,M,rep,MA,6.0,MA-6,D,sethmoulton,teammoulton,D+19.06,D+12.66,Moulton,Seth,,,https://moulton.house.gov,1127 Longworth House Office Building Washington DC 20515-2106,202-225-8020,,,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,M001196,2246.0,N00035431,,H4MA06090,78453.0,412632,146299.0,Seth Moulton,,21525.0,Seth Moulton
Ayanna Pressley,F,rep,MA,7.0,MA-7,D,AyannaPressley,RepPressley,D+73.96,D+67.85,Pressley,Ayanna,,,https://pressley.house.gov,1108 Longworth House Office Building Washington DC 20515-2107,202-225-5111,,,,,,P000617,,N00042581,,H8MA07032,,412782,122700.0,Ayanna Pressley,,21955.0,Ayanna Pressley
Stephen F. Lynch,M,rep,MA,8.0,MA-8,D,RepLynch,RepStephenLynch,D+26.53,D+20.15,Lynch,Stephen,F.,,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,1686.0,N00013855,,"H2MA09072,S0MA00083",1000222.0,400249,4844.0,Stephen Lynch,,20119.0,Stephen F. Lynch
William R. Keating,M,rep,MA,9.0,MA-9,D,WilliamKeating,USRepKeating,D+14.8,D+8.39,Keating,William,R.,,https://keating.house.gov,2351 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,2025.0,N00031933,,H0MA10082,61856.0,412435,4743.0,Bill Keating,,21140.0,Bill Keating (politician)
Andy Harris,M,rep,MD,1.0,MD-1,R,Harris4Congress,RepAndyHarrisMD,R+30.39,R+29.89,Harris,Andy,,,https://harris.house.gov,2334 Rayburn House Office Building Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,2026.0,N00029147,,H8MD01094,1033464.0,412434,19157.0,Andrew Harris,,21139.0,Andy Harris (politician)
C. A. Dutch Ruppersberger,M,rep,MD,2.0,MD-2,D,GoDutchForMD,Call_Me_Dutch,D+21.88,D+22.37,Ruppersberger,C.,A. Dutch,,https://ruppersberger.house.gov,2206 Rayburn House Office Building Washington DC 20515-2002,202-225-3061,,http://dutch.house.gov/atom.xml,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728.0,N00025482,,H2MD02160,49155.0,400349,36130.0,Dutch Ruppersberger,,20329.0,Dutch Ruppersberger
John P. Sarbanes,M,rep,MD,3.0,MD-3,D,JohnSarbanes,RepSarbanes,D+24.44,D+24.94,Sarbanes,John,P.,,https://sarbanes.house.gov,2370 Rayburn House Office Building Washington DC 20515-2003,202-225-4016,,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,1854.0,N00027751,,H6MD03292,1022884.0,412212,66575.0,John Sarbanes,,20724.0,John Sarbanes
Anthony Brown,M,rep,MD,4.0,MD-4,D,AnthonyBrownMD4,RepAnthonyBrown,D+53.68,D+54.17,Brown,Anthony,G.,,https://anthonybrown.house.gov,1323 Longworth House Office Building Washington DC 20515-2004,202-225-8699,,,RepAnthonyBrown,RepAnthonyBrown,,B001304,,N00036999,,H6MD04209,1029537.0,412707,19344.0,Anthony Brown (Maryland),,21707.0,Anthony G. Brown
Steny H. Hoyer,M,rep,MD,5.0,MD-5,D,StenyHoyer,LeaderHoyer,D+28.81,D+29.31,Hoyer,Steny,H.,,https://hoyer.house.gov,1705 Longworth House Office Building Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,566.0,N00001821,,H2MD05155,1919.0,400189,26890.0,Steny Hoyer,,14873.0,Steny Hoyer
David J. Trone,M,rep,MD,6.0,MD-6,D,davidjtrone,repdavidtrone,D+10.44,D+10.94,Trone,David,J.,,https://trone.house.gov,1110 Longworth House Office Building Washington DC 20515-2006,202-225-2721,,,,,,T000483,,N00039122,,H6MD08549,,412783,167336.0,David Trone,,21978.0,David Trone
Kweisi Mfume,M,rep,MD,7.0,MD-7,D,Mfume4Congress,RepKweisiMfume,D+51.28,D+51.77,Mfume,Kweisi,,,https://mfume.house.gov,2263 Rayburn House Office Building Washington DC 20515-2007,202-225-4741,,,RepKweisiMfume,,,M000687,798.0,N00001799,,"S6MD03185,H6MD07020,H0MD07114",,407672,,,,15433.0,Kweisi Mfume
Jamie Raskin,M,rep,MD,8.0,MD-8,D,jamie_raskin,repraskin,D+27.84,D+28.34,Raskin,Jamie,,,https://raskin.house.gov,2242 Rayburn House Office Building Washington DC 20515-2008,202-225-5341,,,repraskin,,UChxDE6vho5BfBTOqiBsDmKg,R000606,,N00037036,,H6MD08457,12924.0,412708,65904.0,Jamie Raskin,,21741.0,Jamie Raskin
Chellie Pingree,F,rep,ME,1.0,ME-1,D,PingreeForME,ChelliePingree,D+14.87,D+12.99,Pingree,Chellie,,,https://pingree.house.gov,2162 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927.0,N00013817,,"H8ME01120,S0ME00038",1002167.0,412307,6586.0,Chellie Pingree,,20920.0,Chellie Pingree
Jared F. Golden,M,rep,ME,2.0,ME-2,D,golden4congress,repgolden,R+6.13,R+8.03,Golden,Jared,Forrest,,https://golden.house.gov,1222 Longworth House Office Building Washington DC 20515-1902,202-225-6306,,,,,,G000592,,N00041668,,H8ME02185,,412842,151420.0,Jared Golden,,21923.0,Jared Golden
Jack Bergman,M,rep,MI,1.0,MI-1,R,JackBergman_MI1,RepJackBergman,R+18.64,R+14.29,Bergman,Jack,,,https://bergman.house.gov,566 Cannon House Office Building Washington DC 20515-2201,202-225-4735,,,RepJackBergman,RepJackBergman,,B001301,,N00039533,,H6MI01226,1020529.0,412709,170172.0,Jack Bergman,,21704.0,Jack Bergman
Bill Huizenga,M,rep,MI,2.0,MI-2,R,billhuizenga,RepHuizenga,R+17.71,R+13.34,Huizenga,Bill,,,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2202,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028.0,N00030673,,H0MI02094,1033765.0,412437,38351.0,Bill Huizenga,,21142.0,Bill Huizenga
Peter Meijer,M,rep,MI,3.0,MI-3,R,VoteMeijer,RepMeijer,R+10.38,R+5.95,Meijer,Peter,James,,https://meijer.house.gov,1508 Longworth House Office Building Washington DC 20515-2203,202-225-3831,,,,,,M001186,,,,H0MI03308,,456826,,,,,Peter Meijer
John R. Moolenaar,M,rep,MI,4.0,MI-4,R,JohnMoolenaar,RepMoolenaar,R+20.88,R+16.55,Moolenaar,John,R.,,https://moolenaar.house.gov,117 Cannon House Office Building Washington DC 20515-2204,202-225-3561,,,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,M001194,2248.0,N00036275,,H4MI04126,76660.0,412634,37676.0,John Moolenaar,,21526.0,John Moolenaar
Daniel T. Kildee,M,rep,MI,5.0,MI-5,D,dankildee,RepDanKildee,D+8.59,D+13,Kildee,Daniel,T.,,https://dankildee.house.gov,200 Cannon House Office Building Washington DC 20515-2205,202-225-3611,,http://dankildee.house.gov/rss.xml,RepDanKildee,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,K000380,2134.0,N00033395,,H2MI05119,623723.0,412546,136102.0,Dan Kildee,,21372.0,Dan Kildee
Fred Upton,M,rep,MI,6.0,MI-6,R,UptonForAllOfUs,RepFredUpton,R+7.74,R+3.31,Upton,Fred,Stephen,,https://upton.house.gov,2183 Rayburn House Office Building Washington DC 20515-2206,202-225-3761,,http://www.house.gov/news/rss.aspx,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,U000031,1177.0,N00004133,,H6MI04113,12127.0,400414,26906.0,Fred Upton,,15446.0,Fred Upton
Tim Walberg,M,rep,MI,7.0,MI-7,R,TimWalberg,RepWalberg,R+14.04,R+9.64,Walberg,Tim,,,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,1855.0,N00026368,,H4MI07103,1022844.0,412213,8618.0,Tim Walberg,,20725.0,Tim Walberg
Elissa Slotkin,F,rep,MI,8.0,MI-8,D,ElissaSlotkin,RepSlotkin,R+7.18,R+2.74,Slotkin,Elissa,,,https://slotkin.house.gov,1210 Longworth House Office Building Washington DC 20515-2208,202-225-4872,,,,,,S001208,,N00041357,,H8MI08102,,412784,181080.0,Elissa Slotkin,,21965.0,Elissa Slotkin
Andy Levin,M,rep,MI,9.0,MI-9,D,Andy_Levin,RepAndyLevin,D+8.62,D+13.03,Levin,Andy,,,https://andylevin.house.gov,312 Cannon House Office Building Washington DC 20515-2209,202-225-4961,,,,,,L000592,,N00042149,,H8MI09118,,412785,66287.0,Andy Levin,,21940.0,Andy Levin
Lisa C. McClain,F,rep,MI,10.0,MI-10,R,LisaForCongress,RepLisaMcClain,R+27.01,R+22.77,McClain,Lisa,C.,,https://mcclain.house.gov,218 Cannon House Office Building Washington DC 20515-2210,202-225-2106,,,,,,M001136,,,,H0MI10287,,456827,,Lisa McClain,,,Lisa McClain
Haley M. Stevens,F,rep,MI,11.0,MI-11,D,HaleyLive,RepHaleyStevens,R+6.41,R+1.97,Stevens,Haley,M.,,https://stevens.house.gov,1510 Longworth House Office Building Washington DC 20515-2211,202-225-8171,,,,,,S001215,,N00040915,,H8MI11254,,412786,181092.0,Haley Stevens,,21972.0,Haley Stevens
Debbie Dingell,F,rep,MI,12.0,MI-12,D,DebDingell,RepDebDingell,D+26.99,D+31.14,Dingell,Debbie,,,https://debbiedingell.house.gov,116 Cannon House Office Building Washington DC 20515-2212,202-225-4071,,,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,2251.0,N00036149,,H4MI12079,20818.0,412637,152482.0,Debbie Dingell,,21529.0,Debbie Dingell
Rashida Tlaib,F,rep,MI,13.0,MI-13,D,RashidaTlaib,RepRashida,D+62.42,D+65.39,Tlaib,Rashida,,,https://tlaib.house.gov,1628 Longworth House Office Building Washington DC 20515-2213,202-225-5126,,,,,,T000481,,N00042649,,H8MI13250,,412787,105368.0,Rashida Tlaib,,21975.0,Rashida Tlaib
Brenda L. Lawrence,F,rep,MI,14.0,MI-14,D,BrendaLLawrence,RepLawrence,D+59.72,D+62.81,Lawrence,Brenda,L.,,https://lawrence.house.gov,2463 Rayburn House Office Building Washington DC 20515-2214,202-225-5802,,,3.9576E+14,,UCf0USy9GNigkB8O9sS1dodw,L000581,2252.0,N00034068,,H2MI14111,79924.0,412638,78851.0,Brenda Lawrence (Michigan),,21530.0,Brenda Lawrence
Jim Hagedorn,M,rep,MN,1.0,MN-1,R,JimHagedornMN,RepHagedorn,R+10.99,R+11.58,Hagedorn,Jim,,,https://hagedorn.house.gov,1433 Longworth House Office Building Washington DC 20515-2301,202-225-2472,,,,,,H001088,,N00031390,,H0MN01045,,412788,146027.0,Jim Hagedorn,,21929.0,Jim Hagedorn
Angie Craig,F,rep,MN,2.0,MN-2,D,AngieCraigMN,RepAngieCraig,R+2.29,R+2.89,Craig,Angie,,,https://craig.house.gov,2442 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,,,,,,C001119,,N00037039,,H6MN02131,,412789,166261.0,Angie Craig,,21910.0,Angie Craig
Dean Phillips,M,rep,MN,3.0,MN-3,D,deanbphillips,RepDeanPhillips,D+5.01,D+4.41,Phillips,Dean,,,https://phillips.house.gov,2452 Rayburn House Office Building Washington DC 20515-2303,202-225-2871,,,,,,P000616,,N00041134,,H8MN03143,,412790,181357.0,Dean Phillips,,21953.0,Dean Phillips
Betty McCollum,F,rep,MN,4.0,MN-4,D,VoteBetty,BettyMcCollum04,D+28.08,D+27.51,McCollum,Betty,Louise,,https://mccollum.house.gov,2256 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,1653.0,N00012942,,H0MN04049,86670.0,400259,3812.0,Betty McCollum,,20122.0,Betty McCollum
Ilhan Omar,F,rep,MN,5.0,MN-5,D,IlhanMN,Ilhan,D+51.78,D+51.31,Omar,Ilhan,,,https://omar.house.gov,1730 Longworth House Office Building Washington DC 20515-2305,202-225-4755,,,,,,O000173,,N00043581,,H8MN05239,,412791,171628.0,Ilhan Omar,,21950.0,Ilhan Omar
Tom Emmer,M,rep,MN,6.0,MN-6,R,tomemmer,RepTomEmmer,R+23.65,R+24.23,Emmer,Tom,,,https://emmer.house.gov,315 Cannon House Office Building Washington DC 20515-2306,202-225-2331,,,reptomemmer,RepTomEmmer,,E000294,2253.0,N00035440,,H4MN06087,75567.0,412639,38894.0,Tom Emmer,,21531.0,Tom Emmer
Michelle Fischbach,F,rep,MN,7.0,MN-7,R,FischbachMN7,RepFischbach,R+25.32,R+25.89,Fischbach,Michelle,Louise Helene,,https://fischbach.house.gov,1237 Longworth House Office Building Washington DC 20515-2307,202-225-2165,,,,,,F000470,,,,H0MN07091,,456828,,Michelle Fischbach,,,Michelle Fischbach
Pete Stauber,M,rep,MN,8.0,MN-8,R,PeteStauber,RepPeteStauber,R+10.09,R+10.68,Stauber,Pete,,,https://stauber.house.gov,461 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,,,,S001212,,N00041511,,H8MN08043,,412792,159954.0,Pete Stauber,,21969.0,Pete Stauber
Cori Bush,F,rep,MO,1.0,MO-1,D,CoriBush,RepCori,D+55.63,D+54.27,Bush,Cori,,,https://bush.house.gov,563 Cannon House Office Building Washington DC 20515-2501,202-225-2406,,,,,,B001224,,,,H8MO01143,,456829,,Cori Bush,,,Cori Bush
Ann Wagner,F,rep,MO,2.0,MO-2,R,AnnLWagner,RepAnnWagner,R+15.61,R+17.46,Wagner,Ann,,,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,,http://wagner.house.gov/rss.xml,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,W000812,2137.0,N00033106,,H2MO02102,82702.0,412548,136083.0,Ann Wagner,,21337.0,Ann Wagner
Blaine Luetkemeyer,M,rep,MO,3.0,MO-3,R,LuetkemeyerB,RepBlaine,R+38.14,R+39.78,Luetkemeyer,Blaine,,,https://luetkemeyer.house.gov,2230 Rayburn House Office Building Washington DC 20515-2503,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,1931.0,N00030026,,H8MO09153,1031348.0,412292,20400.0,Blaine Luetkemeyer,,20926.0,Blaine Luetkemeyer
Vicky Hartzler,F,rep,MO,4.0,MO-4,R,VickyH4Congress,RepHartzler,R+35.77,R+37.44,Hartzler,Vicky,,,https://hartzler.house.gov,2235 Rayburn House Office Building Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032.0,N00031005,,H0MO04086,95050.0,412444,8783.0,Vicky Hartzler,,21149.0,Vicky Hartzler
Emanuel Cleaver,M,rep,MO,5.0,MO-5,D,Vote4Cleaver,RepCleaver,D+11.99,D+10.11,Cleaver,Emanuel,,II,https://cleaver.house.gov,2335 Rayburn House Office Building Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,C001061,1790.0,N00026790,,H4MO05234,10933.0,400639,39507.0,Emanuel Cleaver,,20517.0,Emanuel Cleaver
Sam Graves,M,rep,MO,6.0,MO-6,R,NaN,RepSamGraves,R+31.81,R+33.52,Graves,Sam,B.,,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,1.18515E+11,,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,Sam Graves,,20124.0,Sam Graves
Billy Long,M,rep,MO,7.0,MO-7,R,auctnr1,USRepLong,R+46.41,R+47.92,Long,Billy,,,https://long.house.gov,2454 Rayburn House Office Building Washington DC 20515-2507,202-225-6536,,http://long.house.gov/common/rss//index.cfm?rss=49,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033.0,N00030676,,H0MO07113,61880.0,412445,123401.0,Billy Long,,21150.0,Billy Long
Jason Smith,M,rep,MO,8.0,MO-8,R,JasonSmithMO,RepJasonSmith,R+51.07,R+52.5,Smith,Jason,T.,,https://jasonsmith.house.gov,2418 Rayburn House Office Building Washington DC 20515-2508,202-225-4404,,http://jasonsmith.house.gov/rss.xml,repjasonsmith,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,S001195,2191.0,N00035282,,H4MO08162,71083.0,412596,59318.0,Jason Smith (Missouri representative),,21373.0,Jason Smith (politician)
